Идентификатор,Логин,Имя,Оболочка,Домашняя директория
5259,phillip_wood_5259,Phillip Wood,/bin/oil,/home/phillip_wood_5259
6238,mark_armstrong_6238,Mark Armstrong,/bin/sh,/home/mark_armstrong_6238
820,mark_garcia_820,Mark Garcia,/bin/eshell,/home/mark_garcia_820
1492,william_middleton_1492,William Middleton,/bin/dash,/home/root
5281,stuart_scott_5281,Stuart Scott,/bin/oil,/home/root
6487,patrick_smith_6487,Patrick Smith,/bin/zsh,/home/patrick_smith_6487
8209,maria_martinez_8209,Maria Martinez,/bin/zsh,/home/root
8952,jacob_campbell_8952,Jacob Campbell,/bin/oh,/home/jacob_campbell_8952
3052,kayla_waters_3052,Kayla Waters,/bin/dash,/home/kayla_waters_3052
3590,mary_wolfe_3590,Mary Wolfe,/bin/dash,/home/mary_wolfe_3590
4057,luis_martin_4057,Luis Martin,/bin/sh,/home/luis_martin_4057
6171,abigail_nguyen_6171,Abigail Nguyen,/bin/xonsh,/home/root
8855,heather_barnes_8855,Heather Barnes,/bin/csh,/home/heather_barnes_8855
1393,angela_cole_1393,Angela Cole,/bin/sh,/home/root
3937,kim_hansen_3937,Kim Hansen,/bin/tcsh,/home/kim_hansen_3937
7950,matthew_kerr_7950,Matthew Kerr,/bin/elvish,/home/matthew_kerr_7950
5464,james_contreras_5464,James Contreras,/bin/oh,/home/james_contreras_5464
764,jacob_howard_764,Jacob Howard,/bin/zsh,/home/jacob_howard_764
9192,jason_harris_9192,Jason Harris,/bin/tcsh,/home/jason_harris_9192
1227,bryan_kim_1227,Bryan Kim,/bin/ksh,/home/bryan_kim_1227
4054,charles_sanchez_4054,Charles Sanchez,/bin/elvish,/home/charles_sanchez_4054
1083,jessica_hubbard_1083,Jessica Hubbard,/bin/rc,/home/root
7350,erik_bell_7350,Erik Bell,/bin/ion,/home/erik_bell_7350
9331,donald_hughes_9331,Donald Hughes,/bin/oil,/home/donald_hughes_9331
6477,lauren_montgomery_6477,Lauren Montgomery,/bin/elvish,/home/lauren_montgomery_6477
9437,stephen_santiago_9437,Stephen Santiago,/bin/ksh,/home/stephen_santiago_9437
4807,john_mendoza_4807,John Mendoza,/bin/oil,/home/john_mendoza_4807
9833,erin_bell_9833,Erin Bell,/bin/rc,/home/erin_bell_9833
3864,james_navarro_3864,James Navarro,/bin/oh,/home/james_navarro_3864
205,amanda_gutierrez_205,Amanda Gutierrez,/bin/ion,/home/amanda_gutierrez_205
2092,jeffrey_jenkins_2092,Jeffrey Jenkins,/bin/bash,/home/jeffrey_jenkins_2092
3587,steven_barker_3587,Steven Barker,/bin/ion,/home/steven_barker_3587
3760,scott_jackson_3760,Scott Jackson,/bin/oh,/home/scott_jackson_3760
9520,valerie_alvarez_9520,Valerie Alvarez,/bin/csh,/home/valerie_alvarez_9520
4202,austin_patel_4202,Austin Patel,/bin/ksh,/home/root
2966,matthew_castillo_2966,Matthew Castillo,/bin/scsh,/home/matthew_castillo_2966
1504,phillip_charles_1504,Phillip Charles,/bin/csh,/home/phillip_charles_1504
6061,kenneth_wilson_6061,Kenneth Wilson,/bin/zsh,/home/kenneth_wilson_6061
9428,cindy_romero_9428,Cindy Romero,/bin/dash,/home/cindy_romero_9428
3608,jennifer_boyd_3608,Jennifer Boyd,/bin/csh,/home/jennifer_boyd_3608
6325,scott_powell_6325,Scott Powell,/bin/tcsh,/home/root
1971,phillip_bryant_1971,Phillip Bryant,/bin/tcsh,/home/root
5158,philip_kane_5158,Philip Kane,/bin/xonsh,/home/philip_kane_5158
598,travis_stone_598,Travis Stone,/bin/xonsh,/home/travis_stone_598
9272,janice_davis_9272,Janice Davis,/bin/ksh,/home/janice_davis_9272
5359,erika_watts_5359,Erika Watts,/bin/sh,/home/erika_watts_5359
9223,antonio_alvarado_9223,Antonio Alvarado,/bin/oil,/home/antonio_alvarado_9223
8214,james_vasquez_8214,James Vasquez,/bin/bash,/home/root
1244,jerry_maldonado_1244,Jerry Maldonado,/bin/csh,/home/jerry_maldonado_1244
9763,johnny_henderson_9763,Johnny Henderson,/bin/sh,/home/johnny_henderson_9763
5518,dana_smith_5518,Dana Smith,/bin/bash,/home/dana_smith_5518
9872,michelle_stevens_9872,Michelle Stevens,/bin/ion,/home/michelle_stevens_9872
110,stephen_stokes_110,Stephen Stokes,/bin/eshell,/home/stephen_stokes_110
9204,kyle_baker_9204,Kyle Baker,/bin/eshell,/home/kyle_baker_9204
7059,jonathan_collins_7059,Jonathan Collins,/bin/tcsh,/home/root
6324,grace_holt_6324,Grace Holt,/bin/eshell,/home/grace_holt_6324
654,amy_guzman_654,Amy Guzman,/bin/elvish,/home/amy_guzman_654
9566,wayne_butler_9566,Wayne Butler,/bin/dash,/home/wayne_butler_9566
2326,sheri_ayala_2326,Sheri Ayala,/bin/scsh,/home/root
3794,joseph_jones_3794,Joseph Jones,/bin/tcsh,/home/joseph_jones_3794
1209,daniel_bullock_1209,Daniel Bullock,/bin/zsh,/home/daniel_bullock_1209
9035,amanda_miller_9035,Amanda Miller,/bin/oh,/home/amanda_miller_9035
6564,charlotte_perkins_6564,Charlotte Perkins,/bin/fish,/home/root
1335,amy_singleton_1335,Amy Singleton,/bin/rc,/home/amy_singleton_1335
319,stacie_ramos_319,Stacie Ramos,/bin/fish,/home/stacie_ramos_319
1786,erin_pearson_1786,Erin Pearson,/bin/bash,/home/root
5124,susan_gibbs_5124,Susan Gibbs,/bin/tcsh,/home/susan_gibbs_5124
6736,jonathan_garcia_6736,Jonathan Garcia,/bin/tcsh,/home/root
7431,devin_moore_7431,Devin Moore,/bin/zsh,/home/devin_moore_7431
5824,jordan_clark_5824,Jordan Clark,/bin/dash,/home/jordan_clark_5824
4391,julie_sanchez_4391,Julie Sanchez,/bin/ion,/home/root
3710,laura_hernandez_3710,Laura Hernandez,/bin/xonsh,/home/root
5401,karen_davis_5401,Karen Davis,/bin/sh,/home/karen_davis_5401
1700,paul_harris_1700,Paul Harris,/bin/fish,/home/paul_harris_1700
1270,mr._marvin_clark_1270,Mr. Marvin Clark,/bin/fish,/home/mr._marvin_clark_1270
6163,deanna_nguyen_6163,Deanna Nguyen,/bin/rc,/home/deanna_nguyen_6163
3731,crystal_harrison_3731,Crystal Harrison,/bin/oh,/home/crystal_harrison_3731
3276,theresa_morton_3276,Theresa Morton,/bin/eshell,/home/root
690,richard_vazquez_690,Richard Vazquez,/bin/csh,/home/richard_vazquez_690
2433,anna_smith_2433,Anna Smith,/bin/sh,/home/anna_smith_2433
5816,brianna_turner_5816,Brianna Turner,/bin/csh,/home/brianna_turner_5816
2676,charles_carson_2676,Charles Carson,/bin/rc,/home/charles_carson_2676
3400,brittney_wilkinson_3400,Brittney Wilkinson,/bin/ksh,/home/brittney_wilkinson_3400
4468,angela_mcgrath_4468,Angela Mcgrath,/bin/sh,/home/angela_mcgrath_4468
1143,david_watson_1143,David Watson,/bin/elvish,/home/david_watson_1143
7899,bradley_mendoza_7899,Bradley Mendoza,/bin/tcsh,/home/bradley_mendoza_7899
1180,anthony_stewart_1180,Anthony Stewart,/bin/ksh,/home/anthony_stewart_1180
3384,tara_reyes_3384,Tara Reyes,/bin/dash,/home/tara_reyes_3384
1677,william_roberts_1677,William Roberts,/bin/zsh,/home/william_roberts_1677
9054,robert_rose_9054,Robert Rose,/bin/fish,/home/robert_rose_9054
6242,rebecca_bush_6242,Rebecca Bush,/bin/eshell,/home/rebecca_bush_6242
4820,william_gray_4820,William Gray,/bin/csh,/home/william_gray_4820
7642,rebecca_green_7642,Rebecca Green,/bin/ion,/home/rebecca_green_7642
7875,frank_farley_7875,Frank Farley,/bin/elvish,/home/frank_farley_7875
1886,jo_delgado_1886,Jo Delgado,/bin/elvish,/home/jo_delgado_1886
1745,krista_sellers_1745,Krista Sellers,/bin/ion,/home/krista_sellers_1745
9047,jennifer_bryan_9047,Jennifer Bryan,/bin/zsh,/home/root
6949,luis_brooks_6949,Luis Brooks,/bin/ksh,/home/root
9358,bobby_foster_9358,Bobby Foster,/bin/zsh,/home/root
9314,bryan_bautista_9314,Bryan Bautista,/bin/csh,/home/bryan_bautista_9314
55,jacob_kennedy_55,Jacob Kennedy,/bin/tcsh,/home/jacob_kennedy_55
2519,steve_irwin_2519,Steve Irwin,/bin/ion,/home/steve_irwin_2519
3411,chad_daniels_3411,Chad Daniels,/bin/scsh,/home/chad_daniels_3411
230,russell_garcia_230,Russell Garcia,/bin/eshell,/home/russell_garcia_230
4612,patricia_lucero_4612,Patricia Lucero,/bin/dash,/home/patricia_lucero_4612
191,crystal_brown_191,Crystal Brown,/bin/oh,/home/crystal_brown_191
2986,andrew_wilson_2986,Andrew Wilson,/bin/fish,/home/root
2570,angel_bowman_2570,Angel Bowman,/bin/rc,/home/angel_bowman_2570
9096,samantha_berg_9096,Samantha Berg,/bin/fish,/home/samantha_berg_9096
2410,anthony_fox_2410,Anthony Fox,/bin/dash,/home/anthony_fox_2410
2710,darryl_carter_2710,Darryl Carter,/bin/xonsh,/home/darryl_carter_2710
9937,cheryl_juarez_9937,Cheryl Juarez,/bin/sh,/home/cheryl_juarez_9937
4727,sandra_obrien_4727,Sandra Obrien,/bin/oh,/home/sandra_obrien_4727
4971,joseph_estrada_4971,Joseph Estrada,/bin/ksh,/home/joseph_estrada_4971
7457,alison_powell_7457,Alison Powell,/bin/eshell,/home/alison_powell_7457
4023,mr._christopher_clarke_4023,Mr. Christopher Clarke,/bin/rc,/home/mr._christopher_clarke_4023
3508,karen_smith_3508,Karen Smith,/bin/sh,/home/karen_smith_3508
3456,thomas_stanley_3456,Thomas Stanley,/bin/zsh,/home/root
2513,dylan_butler_2513,Dylan Butler,/bin/zsh,/home/root
6985,angelica_huber_6985,Angelica Huber,/bin/bash,/home/angelica_huber_6985
4507,anthony_garcia_4507,Anthony Garcia,/bin/eshell,/home/anthony_garcia_4507
4630,phillip_king_4630,Phillip King,/bin/fish,/home/phillip_king_4630
8287,james_weaver_8287,James Weaver,/bin/sh,/home/james_weaver_8287
5177,diana_cox_5177,Diana Cox,/bin/csh,/home/root
7205,randall_peterson_7205,Randall Peterson,/bin/tcsh,/home/randall_peterson_7205
8050,matthew_harper_8050,Matthew Harper,/bin/oil,/home/matthew_harper_8050
2332,brittany_foley_2332,Brittany Foley,/bin/elvish,/home/brittany_foley_2332
66,dawn_oconnor_66,Dawn Oconnor,/bin/sh,/home/dawn_oconnor_66
1261,wendy_gill_1261,Wendy Gill,/bin/xonsh,/home/wendy_gill_1261
7762,sara_alexander_7762,Sara Alexander,/bin/eshell,/home/root
910,tara_hunter_910,Tara Hunter,/bin/rc,/home/tara_hunter_910
7344,anthony_erickson_7344,Anthony Erickson,/bin/tcsh,/home/root
7264,brooke_adams_7264,Brooke Adams,/bin/eshell,/home/root
3352,carol_goodwin_3352,Carol Goodwin,/bin/fish,/home/carol_goodwin_3352
4852,julie_durham_4852,Julie Durham,/bin/eshell,/home/julie_durham_4852
7667,richard_bentley_7667,Richard Bentley,/bin/xonsh,/home/richard_bentley_7667
7966,daniel_williams_7966,Daniel Williams,/bin/fish,/home/daniel_williams_7966
5186,melissa_grant_5186,Melissa Grant,/bin/dash,/home/melissa_grant_5186
4367,nicholas_rowland_4367,Nicholas Rowland,/bin/ksh,/home/nicholas_rowland_4367
2244,donna_conrad_2244,Donna Conrad,/bin/scsh,/home/donna_conrad_2244
884,ricky_peck_884,Ricky Peck,/bin/bash,/home/ricky_peck_884
8557,jacob_cardenas_8557,Jacob Cardenas,/bin/oil,/home/jacob_cardenas_8557
440,belinda_medina_440,Belinda Medina,/bin/dash,/home/root
2373,brianna_martin_2373,Brianna Martin,/bin/xonsh,/home/brianna_martin_2373
3252,mr._chad_carlson_3252,Mr. Chad Carlson,/bin/tcsh,/home/mr._chad_carlson_3252
7115,kevin_anderson_7115,Kevin Anderson,/bin/eshell,/home/kevin_anderson_7115
1809,lisa_miller_1809,Lisa Miller,/bin/tcsh,/home/lisa_miller_1809
6571,kim_roberson_6571,Kim Roberson,/bin/rc,/home/kim_roberson_6571
5295,philip_martin_5295,Philip Martin,/bin/oil,/home/philip_martin_5295
7796,martin_clark_7796,Martin Clark,/bin/eshell,/home/martin_clark_7796
236,javier_smith_236,Javier Smith,/bin/ion,/home/javier_smith_236
9272,anna_curry_9272,Anna Curry,/bin/ion,/home/root
8120,donna_baker_8120,Donna Baker,/bin/sh,/home/donna_baker_8120
9413,alyssa_jones_9413,Alyssa Jones,/bin/xonsh,/home/alyssa_jones_9413
450,jennifer_harris_450,Jennifer Harris,/bin/scsh,/home/jennifer_harris_450
6521,martin_johnston_6521,Martin Johnston,/bin/ksh,/home/root
9653,erin_todd_9653,Erin Todd,/bin/xonsh,/home/erin_todd_9653
524,catherine_moore_524,Catherine Moore,/bin/rc,/home/root
4494,manuel_myers_md_4494,Manuel Myers MD,/bin/eshell,/home/manuel_myers_md_4494
4632,james_johnson_4632,James Johnson,/bin/ion,/home/james_johnson_4632
4281,thomas_sanchez_4281,Thomas Sanchez,/bin/ion,/home/thomas_sanchez_4281
4296,theresa_cooley_4296,Theresa Cooley,/bin/oh,/home/theresa_cooley_4296
6211,diane_jimenez_6211,Diane Jimenez,/bin/tcsh,/home/diane_jimenez_6211
512,jordan_hanson_512,Jordan Hanson,/bin/eshell,/home/jordan_hanson_512
9652,brian_miller_9652,Brian Miller,/bin/oil,/home/brian_miller_9652
8209,thomas_chapman_8209,Thomas Chapman,/bin/fish,/home/thomas_chapman_8209
3271,richard_marquez_3271,Richard Marquez,/bin/oh,/home/richard_marquez_3271
9696,dale_cross_9696,Dale Cross,/bin/dash,/home/dale_cross_9696
5799,michael_howell_5799,Michael Howell,/bin/ksh,/home/michael_howell_5799
1150,mark_perez_1150,Mark Perez,/bin/csh,/home/mark_perez_1150
6654,heather_villanueva_6654,Heather Villanueva,/bin/oh,/home/root
331,leah_ortiz_331,Leah Ortiz,/bin/tcsh,/home/root
1475,jeffrey_mendoza_1475,Jeffrey Mendoza,/bin/ion,/home/jeffrey_mendoza_1475
2722,michael_hernandez_2722,Michael Hernandez,/bin/ion,/home/michael_hernandez_2722
2180,chad_noble_2180,Chad Noble,/bin/zsh,/home/chad_noble_2180
5139,christopher_abbott_5139,Christopher Abbott,/bin/ksh,/home/christopher_abbott_5139
4778,justin_park_4778,Justin Park,/bin/xonsh,/home/justin_park_4778
3177,lauren_reyes_dvm_3177,Lauren Reyes DVM,/bin/bash,/home/lauren_reyes_dvm_3177
66,troy_lopez_66,Troy Lopez,/bin/xonsh,/home/troy_lopez_66
1862,jennifer_finley_1862,Jennifer Finley,/bin/csh,/home/jennifer_finley_1862
6466,lori_walter_6466,Lori Walter,/bin/fish,/home/lori_walter_6466
5306,denise_campbell_5306,Denise Campbell,/bin/sh,/home/denise_campbell_5306
5839,mary_miller_5839,Mary Miller,/bin/rc,/home/mary_miller_5839
3948,arthur_juarez_3948,Arthur Juarez,/bin/ksh,/home/arthur_juarez_3948
2157,matthew_beard_2157,Matthew Beard,/bin/elvish,/home/matthew_beard_2157
7257,bailey_vasquez_7257,Bailey Vasquez,/bin/csh,/home/bailey_vasquez_7257
7219,jason_francis_7219,Jason Francis,/bin/tcsh,/home/jason_francis_7219
616,kyle_campbell_616,Kyle Campbell,/bin/sh,/home/kyle_campbell_616
6740,carrie_webster_6740,Carrie Webster,/bin/sh,/home/root
8866,david_wilson_8866,David Wilson,/bin/sh,/home/root
5138,douglas_wright_5138,Douglas Wright,/bin/oil,/home/douglas_wright_5138
864,krystal_scott_864,Krystal Scott,/bin/bash,/home/krystal_scott_864
1208,robert_thomas_1208,Robert Thomas,/bin/sh,/home/robert_thomas_1208
2755,david_turner_2755,David Turner,/bin/bash,/home/david_turner_2755
9761,carrie_fox_9761,Carrie Fox,/bin/dash,/home/carrie_fox_9761
9929,jeffrey_foster_9929,Jeffrey Foster,/bin/bash,/home/root
4804,barbara_wilson_4804,Barbara Wilson,/bin/zsh,/home/barbara_wilson_4804
2760,darryl_roth_2760,Darryl Roth,/bin/csh,/home/darryl_roth_2760
3130,justin_johnson_3130,Justin Johnson,/bin/sh,/home/justin_johnson_3130
907,ashley_collins_907,Ashley Collins,/bin/elvish,/home/ashley_collins_907
7261,samantha_baker_7261,Samantha Baker,/bin/tcsh,/home/samantha_baker_7261
2608,jack_gonzalez_2608,Jack Gonzalez,/bin/fish,/home/jack_gonzalez_2608
5969,savannah_monroe_5969,Savannah Monroe,/bin/tcsh,/home/savannah_monroe_5969
2162,connie_hernandez_2162,Connie Hernandez,/bin/zsh,/home/connie_hernandez_2162
8148,patricia_howard_8148,Patricia Howard,/bin/rc,/home/patricia_howard_8148
187,darren_fowler_187,Darren Fowler,/bin/dash,/home/darren_fowler_187
4261,mark_wolf_4261,Mark Wolf,/bin/fish,/home/mark_wolf_4261
3938,katherine_carroll_3938,Katherine Carroll,/bin/eshell,/home/katherine_carroll_3938
2342,timothy_williams_2342,Timothy Williams,/bin/ksh,/home/timothy_williams_2342
8292,amy_brady_8292,Amy Brady,/bin/scsh,/home/root
8354,sara_walker_8354,Sara Walker,/bin/elvish,/home/sara_walker_8354
9479,kristin_hernandez_9479,Kristin Hernandez,/bin/ksh,/home/kristin_hernandez_9479
1342,lisa_dodson_1342,Lisa Dodson,/bin/dash,/home/root
3046,lisa_bush_3046,Lisa Bush,/bin/dash,/home/root
386,luis_myers_386,Luis Myers,/bin/bash,/home/root
3544,samantha_nunez_3544,Samantha Nunez,/bin/oil,/home/samantha_nunez_3544
9989,michele_warner_9989,Michele Warner,/bin/fish,/home/michele_warner_9989
2766,paul_diaz_md_2766,Paul Diaz MD,/bin/scsh,/home/paul_diaz_md_2766
3492,edward_ramos_3492,Edward Ramos,/bin/fish,/home/edward_ramos_3492
5353,daniel_hobbs_5353,Daniel Hobbs,/bin/ion,/home/daniel_hobbs_5353
3472,lisa_parker_3472,Lisa Parker,/bin/elvish,/home/lisa_parker_3472
9877,natalie_reed_9877,Natalie Reed,/bin/zsh,/home/natalie_reed_9877
2959,kylie_wright_2959,Kylie Wright,/bin/tcsh,/home/root
5480,brian_davis_5480,Brian Davis,/bin/zsh,/home/brian_davis_5480
1133,melanie_chavez_1133,Melanie Chavez,/bin/csh,/home/melanie_chavez_1133
7323,mr._david_smith_iii_7323,Mr. David Smith III,/bin/sh,/home/mr._david_smith_iii_7323
3731,dale_brown_3731,Dale Brown,/bin/rc,/home/root
2400,kristin_pierce_2400,Kristin Pierce,/bin/elvish,/home/kristin_pierce_2400
7557,stephanie_mcguire_7557,Stephanie Mcguire,/bin/tcsh,/home/stephanie_mcguire_7557
6575,evan_sims_6575,Evan Sims,/bin/ion,/home/root
911,amanda_chapman_911,Amanda Chapman,/bin/dash,/home/amanda_chapman_911
2900,shane_taylor_2900,Shane Taylor,/bin/tcsh,/home/shane_taylor_2900
9255,michelle_fletcher_9255,Michelle Fletcher,/bin/xonsh,/home/michelle_fletcher_9255
4485,gary_brewer_4485,Gary Brewer,/bin/dash,/home/gary_brewer_4485
3431,emma_hunt_3431,Emma Hunt,/bin/csh,/home/emma_hunt_3431
8531,regina_davidson_8531,Regina Davidson,/bin/ksh,/home/regina_davidson_8531
4217,natasha_peterson_4217,Natasha Peterson,/bin/sh,/home/root
3132,amy_greene_3132,Amy Greene,/bin/csh,/home/amy_greene_3132
9982,pamela_stein_9982,Pamela Stein,/bin/sh,/home/pamela_stein_9982
8278,peter_george_8278,Peter George,/bin/fish,/home/peter_george_8278
5931,cindy_prince_5931,Cindy Prince,/bin/scsh,/home/cindy_prince_5931
8248,steven_wallace_8248,Steven Wallace,/bin/fish,/home/steven_wallace_8248
5911,dennis_rivera_5911,Dennis Rivera,/bin/ksh,/home/root
3547,traci_wolf_3547,Traci Wolf,/bin/scsh,/home/traci_wolf_3547
1403,theresa_myers_md_1403,Theresa Myers MD,/bin/elvish,/home/theresa_myers_md_1403
9200,christine_robinson_9200,Christine Robinson,/bin/zsh,/home/root
5037,laura_brown_5037,Laura Brown,/bin/bash,/home/root
6381,christina_mills_6381,Christina Mills,/bin/ksh,/home/christina_mills_6381
6396,patricia_fowler_6396,Patricia Fowler,/bin/elvish,/home/patricia_fowler_6396
9374,desiree_anderson_9374,Desiree Anderson,/bin/xonsh,/home/desiree_anderson_9374
2763,matthew_wells_2763,Matthew Wells,/bin/scsh,/home/matthew_wells_2763
3863,justin_herrera_3863,Justin Herrera,/bin/rc,/home/justin_herrera_3863
4116,willie_cline_4116,Willie Cline,/bin/rc,/home/willie_cline_4116
6075,michelle_collins_6075,Michelle Collins,/bin/rc,/home/root
78,heather_jones_78,Heather Jones,/bin/oil,/home/heather_jones_78
7186,dakota_anderson_7186,Dakota Anderson,/bin/sh,/home/dakota_anderson_7186
2167,brittney_keller_2167,Brittney Keller,/bin/bash,/home/brittney_keller_2167
1191,sharon_wells_1191,Sharon Wells,/bin/oil,/home/sharon_wells_1191
3895,ann_harding_3895,Ann Harding,/bin/oil,/home/ann_harding_3895
8235,leroy_chapman_8235,Leroy Chapman,/bin/scsh,/home/leroy_chapman_8235
5989,lauren_archer_5989,Lauren Archer,/bin/oil,/home/lauren_archer_5989
1741,elizabeth_small_1741,Elizabeth Small,/bin/fish,/home/elizabeth_small_1741
9362,jennifer_knapp_9362,Jennifer Knapp,/bin/oil,/home/jennifer_knapp_9362
6517,vanessa_stevens_6517,Vanessa Stevens,/bin/bash,/home/vanessa_stevens_6517
5178,danny_blackwell_5178,Danny Blackwell,/bin/fish,/home/danny_blackwell_5178
4950,dana_hahn_4950,Dana Hahn,/bin/tcsh,/home/dana_hahn_4950
848,mary_davidson_848,Mary Davidson,/bin/fish,/home/mary_davidson_848
1492,lance_perry_1492,Lance Perry,/bin/xonsh,/home/root
6416,alexis_rice_6416,Alexis Rice,/bin/sh,/home/alexis_rice_6416
3348,robert_arnold_3348,Robert Arnold,/bin/xonsh,/home/robert_arnold_3348
4263,michael_cooper_4263,Michael Cooper,/bin/oil,/home/michael_cooper_4263
7752,lisa_snyder_7752,Lisa Snyder,/bin/elvish,/home/root
351,jennifer_wood_351,Jennifer Wood,/bin/csh,/home/jennifer_wood_351
3028,brad_matthews_3028,Brad Matthews,/bin/sh,/home/brad_matthews_3028
2992,hailey_obrien_2992,Hailey Obrien,/bin/xonsh,/home/hailey_obrien_2992
1994,anna_brown_1994,Anna Brown,/bin/tcsh,/home/anna_brown_1994
1967,rhonda_oneal_1967,Rhonda Oneal,/bin/csh,/home/rhonda_oneal_1967
5478,laurie_bell_5478,Laurie Bell,/bin/bash,/home/laurie_bell_5478
9146,christine_french_md_9146,Christine French MD,/bin/xonsh,/home/christine_french_md_9146
8465,diane_valdez_dds_8465,Diane Valdez DDS,/bin/zsh,/home/diane_valdez_dds_8465
4191,joshua_williams_4191,Joshua Williams,/bin/xonsh,/home/joshua_williams_4191
2611,alexis_wilson_2611,Alexis Wilson,/bin/oil,/home/alexis_wilson_2611
6777,theresa_bell_6777,Theresa Bell,/bin/oh,/home/theresa_bell_6777
9731,teresa_johnston_9731,Teresa Johnston,/bin/oh,/home/teresa_johnston_9731
9364,lisa_ware_9364,Lisa Ware,/bin/dash,/home/lisa_ware_9364
9165,sandy_white_9165,Sandy White,/bin/oil,/home/sandy_white_9165
8247,bradley_cummings_8247,Bradley Cummings,/bin/eshell,/home/bradley_cummings_8247
1766,linda_mitchell_1766,Linda Mitchell,/bin/ion,/home/root
6115,michael_young_6115,Michael Young,/bin/bash,/home/root
8994,parker_young_8994,Parker Young,/bin/ion,/home/parker_young_8994
266,devin_walter_266,Devin Walter,/bin/bash,/home/devin_walter_266
